Provincia,Tipo Istituto,Codice Principale,Denominazione Principale,Indirizzo,CAP,Comune,Distretto,E-mail,Telefono,Codice Fiscale,Codice,Denominazione,All Students,School Type,Full Address,Latitude,Longitude
Trapani,ISTITUTO COMPRENSIVO,TPIC81700P,"I.C. ""M.NUCCIO""",VIA SALEMI N.18,91025,MARSALA,63,TPIC81700P@istruzione.it,923981319,82004590814,TPEE81704X,PLESSO G.COSENTINO,70,Prim,"VIALE REGIONE SICILIANA S.N.C., 91025, MARSALA",37.7909144,12.4546159
Trapani,ISTITUTO COMPRENSIVO,TPIC81700P,"I.C. ""M.NUCCIO""",VIA SALEMI N.18,91025,MARSALA,63,TPIC81700P@istruzione.it,923981319,82004590814,TPEE817051,PLESSO DIGERBATO,53,Prim,"C/DA DIGERBATO S.N.C., 91025, MARSALA",37.7872103,12.5238672
Trapani,ISTITUTO COMPRENSIVO,TPIC81700P,"I.C. ""M.NUCCIO""",VIA SALEMI N.18,91025,MARSALA,63,TPIC81700P@istruzione.it,923981319,82004590814,TPEE817062,PLESSO CAPUANA,44,Prim,"VIA TRAPANI - C/DA RANNA S.N.C., 91025, MARSALA",37.8292629,12.4880015
Trapani,ISTITUTO COMPRENSIVO,TPIC81800E,"I.C.""L. PIRANDELLO - S.G.BOSCO""",PIAZZA ADDOLORATA N.1,91021,CAMPOBELLO DI MAZARA,65,TPIC81800E@istruzione.it,92447674,81000910810,TPEE81801L,PLESSO LIVATINO,65,Prim,"VIA GUERRAZZI S.N.C., 91021, CAMPOBELLO DI MAZARA",37.6386555,12.7530035
Trapani,ISTITUTO COMPRENSIVO,TPIC81800E,"I.C.""L. PIRANDELLO - S.G.BOSCO""",PIAZZA ADDOLORATA N.1,91021,CAMPOBELLO DI MAZARA,65,TPIC81800E@istruzione.it,92447674,81000910810,TPEE81802N,PLESSO DE AMICIS,86,Prim,"VIA SELINUNTE N.100, 91021, CAMPOBELLO DI MAZARA",37.631858,12.749215
Trapani,ISTITUTO COMPRENSIVO,TPIC81800E,"I.C.""L. PIRANDELLO - S.G.BOSCO""",PIAZZA ADDOLORATA N.1,91021,CAMPOBELLO DI MAZARA,65,TPIC81800E@istruzione.it,92447674,81000910810,TPEE81803P,PLESSO SAN GIOVANNI BOSCO,278,Prim,"VIA DON BOSCO S.N.C., 91021, CAMPOBELLO DI MAZARA",37.6338224,12.7468113
Trapani,ISTITUTO COMPRENSIVO,TPIC81900A,"I.C. ""G.PASCOLI - L.PIRANDELLO""",VIALE L. DA VINCI N.11,91014,CASTELLAMMARE DEL GOLFO,62,TPIC81900A@istruzione.it,92431586,80004040814,TPEE81904G,PLESSO PIRANDELLO,148,Prim,"PIAZZA EUROPA N.1, 91014, CASTELLAMMARE DEL GOLFO",38.0273464,12.8829631
Trapani,ISTITUTO COMPRENSIVO,TPIC81900A,"I.C. ""G.PASCOLI - L.PIRANDELLO""",VIALE L. DA VINCI N.11,91014,CASTELLAMMARE DEL GOLFO,62,TPIC81900A@istruzione.it,92431586,80004040814,TPEE81907P,PLESSO NAVARRA,112,Prim,"VIA TOBRUK N.1, 91014, CASTELLAMMARE DEL GOLFO",38.0215145,12.8851924
Trapani,ISTITUTO COMPRENSIVO,TPIC82000E,STEFANO PELLEGRINO,C/DA GURGO-MADONNA ALTO OLIVA,91025,MARSALA,63,TPIC82000E@istruzione.it,923756011,82006310815,TPEE82001L,UNDICI MAGGIO - PAOLINI,77,Prim,"C/DA MATAROCCO N.114, 91025, MARSALA",37.8136866,12.5260934
Trapani,ISTITUTO COMPRENSIVO,TPIC82000E,STEFANO PELLEGRINO,C/DA GURGO-MADONNA ALTO OLIVA,91025,MARSALA,63,TPIC82000E@istruzione.it,923756011,82006310815,TPEE82002N,A.GABELLI S.FILIPPO E GIACOMO,90,Prim,"VIA S.FILIPPO E GIACOMO 1, 91025, MARSALA",37.798023,12.4372447
Trapani,ISTITUTO COMPRENSIVO,TPIC82000E,STEFANO PELLEGRINO,C/DA GURGO-MADONNA ALTO OLIVA,91025,MARSALA,63,TPIC82000E@istruzione.it,923756011,82006310815,TPEE82003P,CASAZZE,76,Prim,"236, 91025, MARSALA",37.798023,12.4372447
Trapani,ISTITUTO COMPRENSIVO,TPIC82000E,STEFANO PELLEGRINO,C/DA GURGO-MADONNA ALTO OLIVA,91025,MARSALA,63,TPIC82000E@istruzione.it,923756011,82006310815,TPEE82006T,PLESSO SAN MICHELE RIFUGIO,55,Prim,"C/DA SAN MICHELE RIFUGIO, 91025, MARSALA",37.8408027,12.4999234
Trapani,ISTITUTO COMPRENSIVO,TPIC82000E,STEFANO PELLEGRINO,C/DA GURGO-MADONNA ALTO OLIVA,91025,MARSALA,63,TPIC82000E@istruzione.it,923756011,82006310815,TPEE82007V,PLESSO VERGA,36,Prim,"C/DA SAN LEONARDO N.67, 91025, MARSALA",37.8765361,12.495916
Trapani,ISTITUTO COMPRENSIVO,TPIC82100A,"I.C. ""LUIGI STURZO - ASTA""",VIA FALCONE 8,91025,MARSALA,63,TPIC82100A@istruzione.it,923712353,82006240814,TPEE82101C,PRIMARIA M.BOSCHETTI ALBERTI,82,Prim,"C.DA GIARDINELLO, 91025, MARSALA",37.8257466,12.4964605
Trapani,ISTITUTO COMPRENSIVO,TPIC82100A,"I.C. ""LUIGI STURZO - ASTA""",VIA FALCONE 8,91025,MARSALA,63,TPIC82100A@istruzione.it,923712353,82006240814,TPEE82102D,PRIMARIA G.MELI,86,Prim,"CONTRADA ADDOLORATA, 91025, MARSALA",37.8214825,12.481603
Trapani,ISTITUTO COMPRENSIVO,TPIC82100A,"I.C. ""LUIGI STURZO - ASTA""",VIA FALCONE 8,91025,MARSALA,63,TPIC82100A@istruzione.it,923712353,82006240814,TPEE82103E,PRIMARIA SAN CARLO,82,Prim,"VIA TRAPANI 230, 91025, MARSALA",37.8050084,12.4506682
Trapani,ISTITUTO COMPRENSIVO,TPIC82100A,"I.C. ""LUIGI STURZO - ASTA""",VIA FALCONE 8,91025,MARSALA,63,TPIC82100A@istruzione.it,923712353,82006240814,TPEE82104G,PRIMARIA MOZIA,80,Prim,"C/DA SPAGNOLA 270, 91020, MARSALA",37.8508561,12.4825138
Trapani,ISTITUTO COMPRENSIVO,TPIC82100A,"I.C. ""LUIGI STURZO - ASTA""",VIA FALCONE 8,91025,MARSALA,63,TPIC82100A@istruzione.it,923712353,82006240814,TPEE82105L,PLESSO RADICE,215,Prim,"VIA FALCONE 8, 91025, MARSALA",37.8072683,12.4439215
Trapani,ISTITUTO COMPRENSIVO,TPIC82100A,"I.C. ""LUIGI STURZO - ASTA""",VIA FALCONE 8,91025,MARSALA,63,TPIC82100A@istruzione.it,923712353,82006240814,TPEE82106N,PLESSO G.PPE E SALV. ASTA,124,Prim,"VIA G. FALCONE 8, 91025, MARSALA",37.8072683,12.4439215
Trapani,ISTITUTO COMPRENSIVO,TPIC822006,IC L. PIRANDELLO -B. BONSIGNORE,"VIA SALEMI, 179",91026,MAZARA DEL VALLO,64,TPIC822006@istruzione.it,923941926,82006250813,TPEE822018,PLESSO ANGELA LA MARCA MARINO,184,Prim,"PIAZZA MACELLO, 91026, MAZARA DEL VALLO",37.6609384,12.5977761
Trapani,ISTITUTO COMPRENSIVO,TPIC822006,IC L. PIRANDELLO -B. BONSIGNORE,"VIA SALEMI, 179",91026,MAZARA DEL VALLO,64,TPIC822006@istruzione.it,923941926,82006250813,TPEE822029,PLESSO B. BONSIGNORE,281,Prim,"VIA E. AMARI N.1, 91026, MAZARA DEL VALLO",37.6533871,12.5983942
Trapani,ISTITUTO COMPRENSIVO,TPIC822006,IC L. PIRANDELLO -B. BONSIGNORE,"VIA SALEMI, 179",91026,MAZARA DEL VALLO,64,TPIC822006@istruzione.it,923941926,82006250813,TPEE82203A,PLESSO VIA LIVORNO,207,Prim,"VIA LIVORNO N.45, 91026, MAZARA DEL VALLO",37.6573793,12.6045143
Trapani,ISTITUTO COMPRENSIVO,TPIC82400T,"I.C.S. ""RITA LEVI-MONTALCINI""",VIA TRIESTE N. 11,91028,PARTANNA,65,TPIC82400T@istruzione.it,92488327,90010390814,TPEE82401X,PLESSO COLLODI,111,Prim,"VIALE ANTONIO GRAMSCI S.N.C., 91028, PARTANNA",37.7293322,12.883896
Trapani,ISTITUTO COMPRENSIVO,TPIC82400T,"I.C.S. ""RITA LEVI-MONTALCINI""",VIA TRIESTE N. 11,91028,PARTANNA,65,TPIC82400T@istruzione.it,92488327,90010390814,TPEE824021,PLESSO CAPUANA,131,Prim,"VIA MESSINA N.4, 91028, PARTANNA",37.7259356,12.8953826
Trapani,ISTITUTO COMPRENSIVO,TPIC82400T,"I.C.S. ""RITA LEVI-MONTALCINI""",VIA TRIESTE N. 11,91028,PARTANNA,65,TPIC82400T@istruzione.it,92488327,90010390814,TPEE824032,PLESSO SANTA LUCIA,81,Prim,"VIALE DELLA RESISTENZA S.N.C, 91028, PARTANNA",37.724038,12.8854416
Trapani,ISTITUTO COMPRENSIVO,TPIC82500N,"IST.COM. ""L. BASSI -S.CATALANO""",VIA MARINELLA N.2,91100,TRAPANI,60,TPIC82500N@istruzione.it,92321329,93034170816,TPEE82503T,PLESSO LEONARDO DA VINCI,108,Prim,"VIA SAN PIETRO N.54, 91100, TRAPANI",38.0143352,12.5126623
Trapani,ISTITUTO COMPRENSIVO,TPIC82500N,"IST.COM. ""L. BASSI -S.CATALANO""",VIA MARINELLA N.2,91100,TRAPANI,60,TPIC82500N@istruzione.it,92321329,93034170816,TPEE82504V,PLESSO SAN F.SCO D'ASSISI,114,Prim,"VIA SAN FRANCESCO D'ASSISI N.63, 91100, TRAPANI",38.0151388,12.5058135
Trapani,ISTITUTO COMPRENSIVO,TPIC82500N,"IST.COM. ""L. BASSI -S.CATALANO""",VIA MARINELLA N.2,91100,TRAPANI,60,TPIC82500N@istruzione.it,92321329,93034170816,TPEE825061,PLESSO E. PUCCI GIA D.D'AOSTA,86,Prim,"VIALE DUCA D'AOSTA 39, 91100, TRAPANI",38.0152928,12.5035324
Trapani,ISTITUTO COMPRENSIVO,TPIC82600D,"I.C. ""GIUSEPPE MONTALTO""","VIA E. RINALDI, 156 - MARAUSA",91031,MISILISCEMI,60,TPIC82600D@istruzione.it,923842662,80006020814,TPEE82601G,PLESSO GUARRATO,10,Prim,"VIA GUARRATO N.10, 91100, MISILISCEMI",37.9317792,12.546296
Trapani,ISTITUTO COMPRENSIVO,TPIC82600D,"I.C. ""GIUSEPPE MONTALTO""","VIA E. RINALDI, 156 - MARAUSA",91031,MISILISCEMI,60,TPIC82600D@istruzione.it,923842662,80006020814,TPEE82602L,PLESSO E.DE AMICIS MARAUSA,86,Prim,"VIA ENRICO RINALDI N.146, 91100, MISILISCEMI",37.937982,12.508817
Trapani,ISTITUTO COMPRENSIVO,TPIC82600D,"I.C. ""GIUSEPPE MONTALTO""","VIA E. RINALDI, 156 - MARAUSA",91031,MISILISCEMI,60,TPIC82600D@istruzione.it,923842662,80006020814,TPEE82604P,PLESSO SAN G.BOSCO - RILIEVO,68,Prim,"VIA LUIGI BENIVEGNA S.N.C., 91100, MISILISCEMI",37.9190296,12.5412298
Trapani,ISTITUTO COMPRENSIVO,TPIC82600D,"I.C. ""GIUSEPPE MONTALTO""","VIA E. RINALDI, 156 - MARAUSA",91031,MISILISCEMI,60,TPIC82600D@istruzione.it,923842662,80006020814,TPEE82605Q,PLESSO G.PASCOLI SALINAGRANDE,79,Prim,"VIA SALINAGRANDE N.96, 91100, MISILISCEMI",37.9581244,12.5103611
Trapani,ISTITUTO COMPRENSIVO,TPIC829001,"I.C. ""G.GARIBALDI - G.PAOLO II""",VIA SAN LEONARDO N.27,91018,SALEMI,64,TPIC829001@istruzione.it,924982254,81000150813,TPEE829013,PLESSO SAN LEONARDO,113,Prim,"VIA LEONARDO DA VINCI S.N.C., 91018, SALEMI",37.8258598,12.808312
Trapani,ISTITUTO COMPRENSIVO,TPIC829001,"I.C. ""G.GARIBALDI - G.PAOLO II""",VIA SAN LEONARDO N.27,91018,SALEMI,64,TPIC829001@istruzione.it,924982254,81000150813,TPEE829024,PLESSO SAN FRANCESCO,147,Prim,"VIA BECCADELLI S.N.C., 91024, GIBELLINA",37.8164234,12.8704546
Trapani,ISTITUTO COMPRENSIVO,TPIC829001,"I.C. ""G.GARIBALDI - G.PAOLO II""",VIA SAN LEONARDO N.27,91018,SALEMI,64,TPIC829001@istruzione.it,924982254,81000150813,TPEE829035,PLESSO CAPPUCCINI,84,Prim,"VIA LEONARDO DA VINCI SNC, 91018, SALEMI",37.8258598,12.808312
Trapani,ISTITUTO COMPRENSIVO,TPIC829001,"I.C. ""G.GARIBALDI - G.PAOLO II""",VIA SAN LEONARDO N.27,91018,SALEMI,64,TPIC829001@istruzione.it,924982254,81000150813,TPEE829046,PLESSO PIANO FILECCIA,67,Prim,"VIA F.SCO MONTANARI N.10, 91018, SALEMI",37.8181413,12.7972283
Trapani,ISTITUTO COMPRENSIVO,TPIC829001,"I.C. ""G.GARIBALDI - G.PAOLO II""",VIA SAN LEONARDO N.27,91018,SALEMI,64,TPIC829001@istruzione.it,924982254,81000150813,TPEE829057,PLESSO ULMI,84,Prim,"CONTRADA ULMI S.N.C., 91018, SALEMI",37.8343767,12.7753297
Trapani,ISTITUTO COMPRENSIVO,TPIC831001,"I. C. ""G. MAZZINI"" ERICE","VIA CESARO', 19",91016,ERICE,61,TPIC831001@istruzione.it,923826198,80003780816,TPEE831013,PLESSO SAN GIULIANO,58,Prim,"VIA BADEN POWELL S.N.C., 91016, ERICE",38.0355834,12.5408875
Trapani,ISTITUTO COMPRENSIVO,TPIC831001,"I. C. ""G. MAZZINI"" ERICE","VIA CESARO', 19",91016,ERICE,61,TPIC831001@istruzione.it,923826198,80003780816,TPEE831024,PLESSO GIUSEPPE MAZZINI,405,Prim,"VIA CESARO' N.19, 91016, ERICE",38.0284252,12.5399739
Trapani,ISTITUTO COMPRENSIVO,TPIC83300L,"I.C. ""GIOVANNI XXIII"" PACECO",VIA M. GABRIELE ASARO S.N.C.,91027,PACECO,60,TPIC83300L@istruzione.it,923881297,80005560810,TPEE83301P,PLESSO GIOVANNI XXIII,88,Prim,"VIA MAESTRO G. ASARO S.N.C., 91027, PACECO",37.9836453,12.5575975
Trapani,ISTITUTO COMPRENSIVO,TPIC83300L,"I.C. ""GIOVANNI XXIII"" PACECO",VIA M. GABRIELE ASARO S.N.C.,91027,PACECO,60,TPIC83300L@istruzione.it,923881297,80005560810,TPEE83303R,3' PLESSO GIOVANNI XXIII,155,Prim,"VIA MAESTRO GABRIELE ASARO S.N.C., 91027, PACECO",37.9836453,12.5575975
Trapani,ISTITUTO COMPRENSIVO,TPIC83300L,"I.C. ""GIOVANNI XXIII"" PACECO",VIA M. GABRIELE ASARO S.N.C.,91027,PACECO,60,TPIC83300L@istruzione.it,923881297,80005560810,TPEE83304T,2' PLESSO GIOVANNI XXIII,87,Prim,"VIA MAESTRO G.ASARO ANG. VIA CRISPI, 91027, PACECO",37.9833043,12.5582347
Trapani,ISTITUTO COMPRENSIVO,TPIC83400C,"I.C. ""S. BAGOLINO"" ALCAMO",VIA G. VERGA 34/D,91011,ALCAMO,62,TPIC83400C@istruzione.it,92422120,80004280816,TPEE83401E,PLESSO G.GENTILE,328,Prim,"VIA G. PASCOLI 27, 91011, ALCAMO",37.974117,12.9682
Trapani,ISTITUTO COMPRENSIVO,TPIC83400C,"I.C. ""S. BAGOLINO"" ALCAMO",VIA G. VERGA 34/D,91011,ALCAMO,62,TPIC83400C@istruzione.it,92422120,80004280816,TPEE83403L,PLESSO LOMBARDO RADICE,174,Prim,"VIA MARIA RIPOSO S.N.C., 91011, ALCAMO",37.9770514,12.9689308
Trapani,ISTITUTO COMPRENSIVO,TPIC835008,"I.C. ""G.PAGOTO"" ERICE",VIA TIVOLI N.37,91100,ERICE,61,TPIC835008@istruzione.it,923551599,80008220818,TPEE83501A,PLESSO WALT DISNEY,174,Prim,"VIA R.SANZIO N.24, 91100, ERICE",38.0161544,12.5619363
Trapani,ISTITUTO COMPRENSIVO,TPIC835008,"I.C. ""G.PAGOTO"" ERICE",VIA TIVOLI N.37,91100,ERICE,61,TPIC835008@istruzione.it,923551599,80008220818,TPEE83502B,PLESSO GIOVANNI PAOLO II,133,Prim,"VIA G. LA GRASSA S.N.C., 91016, ERICE",38.03778,12.5879274
Trapani,ISTITUTO COMPRENSIVO,TPIC835008,"I.C. ""G.PAGOTO"" ERICE",VIA TIVOLI N.37,91100,ERICE,61,TPIC835008@istruzione.it,923551599,80008220818,TPEE83503C,PLESSO SAN G. BOSCO NAPOLA,55,Prim,"VIA LENZI N.48, 91010, ERICE",37.9920253,12.6303063
Trapani,ISTITUTO COMPRENSIVO,TPIC836004,G.G.C. MONTALTO - U. DI SAVOIA,VIA TUNISI N.37,91100,TRAPANI,60,TPIC836004@istruzione.it,92320106,80004160810,TPEE836016,PLESSO MAURO ROSTAGNO,101,Prim,"VIA ORTI N.62, 91100, TRAPANI",38.0227958,12.5338325
Trapani,ISTITUTO COMPRENSIVO,TPIC836004,G.G.C. MONTALTO - U. DI SAVOIA,VIA TUNISI N.37,91100,TRAPANI,60,TPIC836004@istruzione.it,92320106,80004160810,TPEE836027,PLESSO G.G. CIACCIO MONTALTO,90,Prim,"VIA TUNISI N.37, 91100, TRAPANI",38.0254474,12.5255274
Trapani,ISTITUTO COMPRENSIVO,TPIC836004,G.G.C. MONTALTO - U. DI SAVOIA,VIA TUNISI N.37,91100,TRAPANI,60,TPIC836004@istruzione.it,92320106,80004160810,TPEE836038,PLESSO RITA ATRIA,59,Prim,"VIA DELL'ANGELO N.10, 91100, TRAPANI",38.0250634,12.5306032
Trapani,ISTITUTO COMPRENSIVO,TPIC836004,G.G.C. MONTALTO - U. DI SAVOIA,VIA TUNISI N.37,91100,TRAPANI,60,TPIC836004@istruzione.it,92320106,80004160810,TPEE836049,PLESSO GIOVANNI VERGA,64,Prim,"VIA LIBERTA' N.10, 91100, TRAPANI",38.0165619,12.5087404
Trapani,ISTITUTO COMPRENSIVO,TPIC836004,G.G.C. MONTALTO - U. DI SAVOIA,VIA TUNISI N.37,91100,TRAPANI,60,TPIC836004@istruzione.it,92320106,80004160810,TPEE83605A,VIA G.B.FARDELLA U.DI DI SAVOIA,466,Prim,"VIA G.B. FARDELLA N. 285, 91100, TRAPANI",38.0202526,12.5287719
Trapani,ISTITUTO COMPRENSIVO,TPIC83700X,"I. C. ""D.ALIGHIERI"" VALDERICE",VIA VALENTI 80,91019,VALDERICE,61,TPIC83700X@istruzione.it,923836068,93066530812,TPEE837012,G.FALCONE,155,Prim,"VIA MAZARA DEL VALLO 31, 91019, VALDERICE",38.0423886,12.626905
Trapani,ISTITUTO COMPRENSIVO,TPIC83700X,"I. C. ""D.ALIGHIERI"" VALDERICE",VIA VALENTI 80,91019,VALDERICE,61,TPIC83700X@istruzione.it,923836068,93066530812,TPEE837045,DANTE ALIGHIERI,186,Prim,"VIA VALENTI 61, 91019, VALDERICE",38.0385515,12.6168333
Trapani,ISTITUTO COMPRENSIVO,TPIC83700X,"I. C. ""D.ALIGHIERI"" VALDERICE",VIA VALENTI 80,91019,VALDERICE,61,TPIC83700X@istruzione.it,923836068,93066530812,TPEE837067,PLESSO BATTAGLIA,96,Prim,"VIA PALERMO N.42, 91012, BUSETO PALIZZOLO",38.0138039,12.7231533
Trapani,ISTITUTO COMPRENSIVO,TPIC83800Q,I.C. G.BOSCARINO-A.CASTIGLIONE,"PIAZZALE M. MONTESSORI, 3",91026,MAZARA DEL VALLO,64,TPIC83800Q@istruzione.it,923941146,91032350810,TPEE83801T,SCUOLA PRIMARIA SANTA GEMMA,233,Prim,"VIA M. MONTESSORI N.3, 91026, MAZARA DEL VALLO",37.6446849,12.6054307
Trapani,ISTITUTO COMPRENSIVO,TPIC83800Q,I.C. G.BOSCARINO-A.CASTIGLIONE,"PIAZZALE M. MONTESSORI, 3",91026,MAZARA DEL VALLO,64,TPIC83800Q@istruzione.it,923941146,91032350810,TPEE83802V,SCUOLA PRIMARIA COSTIERA,12,Prim,"PIAZZA DEL POPOLO S.N.C., 91026, MAZARA DEL VALLO",37.6551076,12.5901857
Trapani,ISTITUTO COMPRENSIVO,TPIC83800Q,I.C. G.BOSCARINO-A.CASTIGLIONE,"PIAZZALE M. MONTESSORI, 3",91026,MAZARA DEL VALLO,64,TPIC83800Q@istruzione.it,923941146,91032350810,TPEE838041,SCUOLA PRIMARIA GORGOROSSO,145,Prim,"VIA OLANDA N.1, 91026, MAZARA DEL VALLO",37.6471116,12.6021225
Trapani,ISTITUTO COMPRENSIVO,TPIC83900G,I.C. G.GARIBALDI - V.PIPITONE,VIA RUBINO N.15,91025,MARSALA,63,TPIC83900G@istruzione.it,923719661,91032370818,TPEE83901N,PLESSO GIUSEPPE GARIBALDI,207,Prim,"VIA RUBINO N.15, 91025, MARSALA",37.7986881,12.4329502
Trapani,ISTITUTO COMPRENSIVO,TPIC83900G,I.C. G.GARIBALDI - V.PIPITONE,VIA RUBINO N.15,91025,MARSALA,63,TPIC83900G@istruzione.it,923719661,91032370818,TPEE83902P,PLESSO G.PASCOLI,280,Prim,"VIA DELLE SIRENE N.13, 91025, MARSALA",37.7975955,12.4305744
Trapani,ISTITUTO COMPRENSIVO,TPIC83900G,I.C. G.GARIBALDI - V.PIPITONE,VIA RUBINO N.15,91025,MARSALA,63,TPIC83900G@istruzione.it,923719661,91032370818,TPEE83903Q,PLESSO G.GARIBALDI I,122,Prim,"VIA CAMMARERI SCURTI S.N.C., 91025, MARSALA",37.7989934,12.4335515
Trapani,ISTITUTO COMPRENSIVO,TPIC84000Q,"I.C ""NUNZIO NASI"" TRAPANI",VIA P. ZUCCALA' N.14,91100,TRAPANI,60,TPIC84000Q@istruzione.it,923552682,93072150811,TPEE84001T,PLESSO DON MILANI,223,Prim,"VIA G. LA GRUTTA N.2, 91100, TRAPANI",38.0130694,12.5508185
Trapani,ISTITUTO COMPRENSIVO,TPIC84000Q,"I.C ""NUNZIO NASI"" TRAPANI",VIA P. ZUCCALA' N.14,91100,TRAPANI,60,TPIC84000Q@istruzione.it,923552682,93072150811,TPEE84002V,PLESSO COLLODI - XITTA,65,Prim,"VIA TRAPANI N.5, 91100, TRAPANI",37.9996476,12.5464729
Trapani,ISTITUTO COMPRENSIVO,TPIC84000Q,"I.C ""NUNZIO NASI"" TRAPANI",VIA P. ZUCCALA' N.14,91100,TRAPANI,60,TPIC84000Q@istruzione.it,923552682,93072150811,TPEE84003X,PLESSO G.MARCONI,217,Prim,"VIA UGO BASSI2, 91100, TRAPANI",38.0180524,12.5443497
Trapani,ISTITUTO COMPRENSIVO,TPIC84100G,"I.C. ""L.RADICE - PAPPALARDO""",PIAZZA MARTIRI D'UNGHERIA,91022,CASTELVETRANO,65,TPIC84100G@istruzione.it,924906962,90021090817,TPEE84101N,"SC,PRIMARIA LOMBARDO RADICE",162,Prim,"P.ZA MARTIRI D'UNGHERIA, 91022, CASTELVETRANO",37.6772687,12.7952927
Trapani,ISTITUTO COMPRENSIVO,TPIC84100G,"I.C. ""L.RADICE - PAPPALARDO""",PIAZZA MARTIRI D'UNGHERIA,91022,CASTELVETRANO,65,TPIC84100G@istruzione.it,924906962,90021090817,TPEE84102P,SC.PRIMARIA G.VERGA,216,Prim,"VIA F.CENTONZE, 91022, CASTELVETRANO",37.6840093,12.797525
Trapani,ISTITUTO COMPRENSIVO,TPIC84100G,"I.C. ""L.RADICE - PAPPALARDO""",PIAZZA MARTIRI D'UNGHERIA,91022,CASTELVETRANO,65,TPIC84100G@istruzione.it,924906962,90021090817,TPEE84103Q,PLESSO DANTE ALIGHIERI,88,Prim,"PIAZZA DANTE N.1, 91022, CASTELVETRANO",37.6736318,12.7909171
Trapani,ISTITUTO COMPRENSIVO,TPIC84200B,"I.C. ""E. PERTINI""",VIA A. DE SANTIS N.2/A,91100,TRAPANI,60,TPIC84200B@istruzione.it,923551997,93072130813,TPEE84201D,PLESSO E. PERTINI,105,Prim,"VIA ERODOTO N.1, 91100, TRAPANI",38.0133638,12.5435088
Trapani,ISTITUTO COMPRENSIVO,TPIC84200B,"I.C. ""E. PERTINI""",VIA A. DE SANTIS N.2/A,91100,TRAPANI,60,TPIC84200B@istruzione.it,923551997,93072130813,TPEE84202E,PLESSO VIA TERENZIO,67,Prim,"VIA TERENZIO S.N.C., 91100, TRAPANI",38.0139166,12.5419516
Trapani,ISTITUTO COMPRENSIVO,TPIC84200B,"I.C. ""E. PERTINI""",VIA A. DE SANTIS N.2/A,91100,TRAPANI,60,TPIC84200B@istruzione.it,923551997,93072130813,TPEE84203G,PLESSO A. VOLTA,57,Prim,"VIA VINCENZO FAZIO N.5, 91010, TRAPANI",37.949279,12.6925786
Trapani,ISTITUTO COMPRENSIVO,TPIC84200B,"I.C. ""E. PERTINI""",VIA A. DE SANTIS N.2/A,91100,TRAPANI,60,TPIC84200B@istruzione.it,923551997,93072130813,TPEE84204L,PLESSO ANTONINO VIA,110,Prim,"VIALE 11 SETTEMBRE 2001, 91100, TRAPANI",38.0121943,12.5609774
Trapani,ISTITUTO COMPRENSIVO,TPIC84200B,"I.C. ""E. PERTINI""",VIA A. DE SANTIS N.2/A,91100,TRAPANI,60,TPIC84200B@istruzione.it,923551997,93072130813,TPEE84205N,VITOCOLONNA,144,Prim,"VIA LEONCAVALLO, 91100, TRAPANI",38.0156438,12.5476541
Trapani,ISTITUTO COMPRENSIVO,TPIC843007,I.C. G.GRASSA - G.B.QUINCI,VIA LUIGI VACCARA N. 25,91026,MAZARA DEL VALLO,64,TPIC843007@istruzione.it,923908438,91036660818,TPEE843019,PLESSO S. S. G.PAOLO II,174,Prim,"VIA SANTORO BONANNO S.N.C., 91026, MAZARA DEL VALLO",37.6597987,12.5893418
Trapani,ISTITUTO COMPRENSIVO,TPIC843007,I.C. G.GRASSA - G.B.QUINCI,VIA LUIGI VACCARA N. 25,91026,MAZARA DEL VALLO,64,TPIC843007@istruzione.it,923908438,91036660818,TPEE84302A,PLESSO G.B.QUINCI,210,Prim,"VIA G BELLI N.1, 91026, MAZARA DEL VALLO",37.6605135,12.5815445
Trapani,ISTITUTO COMPRENSIVO,TPIC843007,I.C. G.GRASSA - G.B.QUINCI,VIA LUIGI VACCARA N. 25,91026,MAZARA DEL VALLO,64,TPIC843007@istruzione.it,923908438,91036660818,TPEE84303B,PLESSO A.RIZZO MARINO,255,Prim,"VIA G. IMPASTATO S.N.C., 91026, MAZARA DEL VALLO",37.6565248,12.5766483
Trapani,ISTITUTO COMPRENSIVO,TPIC844003,"IC ""BORSELLINO-AJELLO"" MAZARA D","VIA SANTA CATERINA, 3",91026,MAZARA DEL VALLO,64,TPIC844003@istruzione.it,923907577,91036650819,TPEE844015,PLESSO DANIELE AJELLO,299,Prim,"VIA SANTA CATERINA N.3, 91026, MAZARA DEL VALLO",37.6519696,12.5910754
Trapani,ISTITUTO COMPRENSIVO,TPIC844003,"IC ""BORSELLINO-AJELLO"" MAZARA D","VIA SANTA CATERINA, 3",91026,MAZARA DEL VALLO,64,TPIC844003@istruzione.it,923907577,91036650819,TPEE844026,PLESSO POGGIOREALE,155,Prim,"VIA POGGIOREALE S.N.C., 91026, MAZARA DEL VALLO",37.658453,12.5937646
Trapani,ISTITUTO COMPRENSIVO,TPIC84500V,"I.C. - ""SIRTORI"" MARSALA",VIA SIRTORI N.20,91025,MARSALA,63,TPIC84500V@istruzione.it,923981752,91039050819,TPEE845011,PLESSO GIUSEPPE SIRTORI,170,Prim,"VIA SIRTORI N.20, 91025, MARSALA",37.7950983,12.4462613
